Event_ID,ig_year,year,t_rel,ndvi,nbr,sar_vh,gedi_rh98
CA3812011994120170904,2017,2014.0,-3.0,0.6241617317905898,0.4321759705872539,,
CA3611312128920160604,2016,2014.0,-2.0,0.42636293906878064,0.15189504256767306,,
CA3606812023620170420,2017,2014.0,-3.0,0.1552354270851946,-0.1183268530940167,,
OR4407812030820160929,2016,2014.0,-2.0,0.5561265485833156,0.350120070404925,,
OR4447912049720170909,2017,2014.0,-3.0,0.5739800603902802,0.3131846963016453,,
OR4272312062320160817,2016,2014.0,-2.0,0.19289097183810203,-0.055735845663267024,,
CA4130712105620170725,2017,2014.0,-3.0,0.4518732409663923,0.24643641771952285,,
CA4146612032120170803,2017,2014.0,-3.0,0.4625710374928057,0.25824127781680817,,
CA4128112031520160917,2016,2014.0,-2.0,0.5890239798367556,0.3940170347468941,,
CA4036812080220160911,2016,2014.0,-2.0,0.43737317281327504,0.21627265573927507,,
CA3990612097220170729,2017,2014.0,-3.0,0.7382741496136241,0.6069078237339687,,
CA3895812085620160628,2016,2014.0,-2.0,0.7568199868129135,0.6040921316367803,,
CA3946112141320170707,2017,2014.0,-3.0,0.4607431319396296,0.23399205586496982,,
CA3839112224120171009,2017,2014.0,-3.0,0.5526609861564372,0.36283774636905747,,
CA3838712252020171009,2017,2014.0,-3.0,0.6251253678071413,0.4574756040893825,,
CA3957512131620170829,2017,2014.0,-3.0,0.7523903342634394,0.6198497546015594,,
CA3710912184820160926,2016,2014.0,-2.0,0.701412676637493,0.5274066124026701,,
CA3646112190120160722,2016,2014.0,-2.0,0.6550926283682198,0.44472873408444524,,
OR4448812148120160607,2016,2014.0,-2.0,0.5421566470934263,0.33395554968768915,,
OR4470812185620170724,2017,2014.0,-3.0,0.8262941152534703,0.704159664610562,,
OR4474912191520170811,2017,2014.0,-3.0,0.8305903570142951,0.7136809417634525,,
OR4400912217020170804,2017,2014.0,-3.0,0.8520428657195025,0.7407817714387525,,
OR4425712174320170811,2017,2014.0,-3.0,0.6456234381631244,0.4345803219644928,,
OR4410112190920170810,2017,2014.0,-3.0,0.7467483372463203,0.5887996360746652,,
OR4410112199420170810,2017,2014.0,-3.0,0.8641346895799289,0.7685730885624923,,
OR4412912209720170811,2017,2014.0,-3.0,0.858362042053597,0.746795082022436,,
OR4404612205520170810,2017,2014.0,-3.0,0.8371683954798281,0.7191495432057977,,
OR4292412221220160728,2016,2014.0,-2.0,0.47514579511519556,0.12099098856361211,,
OR4279812231820170725,2017,2014.0,-3.0,0.6043119856455618,0.34027072461488295,,
OR4254212214420170810,2017,2014.0,-3.0,0.6859066097671196,0.5371444456824825,,
OR4298012228220170729,2017,2014.0,-3.0,0.6127087987790094,0.37231821546799015,,
OR4311112241120170811,2017,2014.0,-3.0,0.7852077362411671,0.6497795264853645,,
OR4303712246520170809,2017,2014.0,-3.0,0.7644999164277695,0.6076710222415131,,
OR4294112254720170808,2017,2014.0,-3.0,0.8283226147229353,0.6949261846242122,,
OR4309112272520170810,2017,2014.0,-3.0,0.7994629501968148,0.6206596706608135,,
OR4318212230620170809,2017,2014.0,-3.0,0.8231525538287251,0.6926663750726434,,
OR4340212236220170810,2017,2014.0,-3.0,0.8176709766867857,0.6774115502462305,,
OR4320912249720170811,2017,2014.0,-3.0,0.842555462338809,0.7184358879333563,,
OR4330612262220170812,2017,2014.0,-3.0,0.8332414238168109,0.694363433083204,,
OR4331112282720170810,2017,2014.0,-3.0,0.8783943948529885,0.773103237998582,,
OR4375212142520170829,2017,2014.0,-3.0,0.5833571637565941,0.34359520174436575,,
CA4143512316220170626,2017,2014.0,-3.0,0.6744696647706542,0.4796059753354124,,
CA4018412336320170808,2017,2014.0,-3.0,0.6647801013153501,0.4687105427472361,,
CA4011512332020170808,2017,2014.0,-3.0,0.5970039517810185,0.3919887672023235,,
CA4077112312420170831,2017,2014.0,-3.0,0.696329542517246,0.49698221495703393,,
CA4083912297820170808,2017,2014.0,-3.0,0.7335797325366158,0.5722931759504353,,
CA4022812303620170913,2017,2014.0,-3.0,0.6823347257349774,0.49642782591539564,,
OR4563012190420170902,2017,2015.0,-2.0,0.8481678670267847,0.7444910565959155,,
ID4540111652720170908,2017,2015.0,-2.0,0.5649721253049658,0.31700779771044996,,
OR4540011770020161024,2016,2015.0,-1.0,0.5914595030133127,0.4335487655457786,,
ID4554811595020170801,2017,2015.0,-2.0,0.589403606578427,0.3431210858529457,,
ID4431311660320161007,2016,2015.0,-1.0,0.21845235383655284,-0.04591215846086426,,
ID4489011641020160503,2016,2015.0,-1.0,0.6256150813162334,0.427683478670416,,
WA4610611995920180908,2018,2015.0,-3.0,0.1657892347584854,-0.04406180859197937,,
ID4601011688120170715,2017,2015.0,-2.0,0.25422828374582107,0.04771236125946042,,
WA4567012103420180801,2018,2015.0,-3.0,0.2173812737316681,0.09173172860321574,,
ID4544811630920160818,2016,2015.0,-1.0,0.28890606203496594,0.07075538895071348,,
OR4560011651620170711,2017,2015.0,-2.0,0.23674835256776053,-0.02750679673669952,,
OR4597411899820180729,2018,2015.0,-3.0,0.225452371928038,0.04260578870055186,,
WA4597011911020180622,2018,2015.0,-3.0,0.2496210502662607,0.07234190298014836,,
OR4548011857620180810,2018,2015.0,-3.0,0.2684381983080795,0.09784859211757983,,
ID4603311692920180809,2018,2015.0,-3.0,0.23086964558482273,0.01271505487280573,,
ID4603611671720170715,2017,2015.0,-2.0,0.2824902784552061,0.044849872949721405,,
ID4458311709720180915,2018,2015.0,-3.0,0.2598292973320516,0.1103941020433162,,
ID4490011637920180515,2018,2015.0,-3.0,0.6870924818087346,0.5034050560499548,,
OR4531411905220180816,2018,2015.0,-3.0,0.20965408308244646,-0.005624933075793002,,
ID4427411715120180716,2018,2015.0,-3.0,0.16779825790424233,-0.06958871862562246,,
OR4443511721920170803,2017,2015.0,-2.0,0.19717496508905233,-0.03240085567427206,,
ID4447411719020180725,2018,2015.0,-3.0,0.20166695451184521,-0.027137625463586935,,
OR4562412106720160701,2016,2015.0,-1.0,0.22410983713234764,0.1425180182448116,,
ID4533411639120180723,2018,2015.0,-3.0,0.6782819806500185,0.46323424548780817,,
ID4451711685020180725,2018,2015.0,-3.0,0.25548610083130296,0.005918235124080673,,
ID4467611644820180726,2018,2015.0,-3.0,0.404844502399089,0.19512015998862733,,
OR4511811697520181030,2018,2015.0,-3.0,0.554823945997182,0.28529474011473566,,
OR4576011699020161024,2016,2015.0,-1.0,0.5481427678149098,0.3237549125844243,,
ID4253511698720170918,2017,2015.0,-2.0,0.3013240502894571,0.025282987982531493,,
OR4462111846220170616,2017,2015.0,-2.0,0.545984338660618,0.29601570546182326,,
OR4372011979020160515,2016,2015.0,-1.0,0.5231651167106023,0.2866646032152278,,
OR4372111979120170504,2017,2015.0,-2.0,0.4893730109595843,0.24349603820515706,,
CA4119012308020171102,2017,2015.0,-2.0,0.7272899138251224,0.5225686629355877,,
OR4396011847820161001,2016,2015.0,-1.0,0.30793245738823133,0.030485827783515704,,
OR4417011845020160926,2016,2015.0,-1.0,0.4978885738298818,0.23726163531732763,,
OR4305111881420170401,2017,2015.0,-2.0,0.5064473797021765,0.3049003790396383,,
OR4382511970020181020,2018,2015.0,-3.0,0.4649482833380509,0.2082654781207881,,
CA4179612108320170813,2017,2015.0,-2.0,0.18515290139022805,-0.02529922136965069,,
OR4473012140020160415,2016,2015.0,-1.0,0.42288793253865276,0.19725771999866024,,
CA4077412213620180201,2018,2015.0,-3.0,0.6630124077468572,0.4804989953377361,,
CA4192012170520180516,2018,2015.0,-3.0,0.6761653757747966,0.6031368525628693,,
OR4421611929720181025,2018,2015.0,-3.0,0.6068891289241002,0.37717578976173316,,
OR4261612132420180510,2018,2015.0,-3.0,0.42657166733130386,0.13196861880148092,,
OR4441412049420180508,2018,2015.0,-3.0,0.5716324233118341,0.3444816297564252,,
CA4193212150720180221,2018,2015.0,-3.0,0.540274425715138,0.39538362041975034,,
OR4463911860120181026,2018,2015.0,-3.0,0.5499468721477186,0.32200289559396755,,
CA3759811955420160626,2016,2015.0,-1.0,0.5370098410392729,0.3202764494089117,-12.9860501299427,
CA3641011873720181004,2018,2015.0,-3.0,0.7342262565125821,0.592273449750422,-14.71552162959051,
ID4273611666120160929,2016,2015.0,-1.0,0.2737958709635461,-0.006943260923584358,,
CA3744911965020170829,2017,2015.0,-2.0,0.7321840564241157,0.5984332739168492,-12.90741419874332,
CA3721711946920170903,2017,2015.0,-2.0,0.6101090769880692,0.43328934664001345,-13.462825136481944,
CA3700411949520160730,2016,2015.0,-1.0,0.38289109562966916,0.1530237409532509,-15.24952284160932,
CA3779911892220160804,2016,2015.0,-1.0,0.3544608279576266,0.14507787816914008,-18.153673337382948,
CA3778011892120160917,2016,2015.0,-1.0,0.3068718155482907,0.07656172644470845,-18.780561194820862,
CA3753811959820170813,2017,2015.0,-2.0,0.6196821279847472,0.43293602143326615,-13.255138165112514,
CA3764411961820170801,2017,2015.0,-2.0,0.580335386816409,0.35124627866326275,-14.19251435987486,
CA3756511912720180611,2018,2015.0,-3.0,0.5433292054076876,0.3310776375501146,-15.036347093548748,
CA3765211988120180713,2018,2015.0,-3.0,0.6215271451791142,0.4255317084743257,-13.636466392416615,
OR4440811838320160731,2016,2015.0,-1.0,0.5726553071641447,0.3369395380998623,,
CA3837311989620170819,2017,2015.0,-2.0,0.6603613653628827,0.48898054704276805,-14.184080708888969,
NV3882011959620171003,2017,2015.0,-2.0,0.2565305063328236,0.0760764321127125,-17.939739533642253,
CA3834911992920180801,2018,2015.0,-3.0,0.6079588870054357,0.41292988217189974,-13.626966574611572,
CA3839611945120180904,2018,2015.0,-3.0,0.3586833462365398,0.10870943299004401,-17.100869019301058,
CA3780912030120160926,2016,2015.0,-1.0,0.4853242350224661,0.2564659148436842,-15.767038382296564,
CA3761912020720170716,2017,2015.0,-2.0,0.3929667255442829,0.1343223261847345,-15.547170625505618,
CA3812011994120170904,2017,2015.0,-2.0,0.6209964126169264,0.4234026340288696,-14.510788930488241,
CA3611312128920160604,2016,2015.0,-1.0,0.43902846899066883,0.1487610195808915,-15.97079686802903,
CA3606812023620170420,2017,2015.0,-2.0,0.16971944112108608,-0.06281164215491207,-26.582150269757157,
OR4407812030820160929,2016,2015.0,-1.0,0.549802792969845,0.33796057203947594,,
OR4447912049720170909,2017,2015.0,-2.0,0.5509764731934901,0.30557782078979834,,
OR4272312062320160817,2016,2015.0,-1.0,0.22600757159992974,0.007502717005043489,,
OR4265012082720180815,2018,2015.0,-3.0,0.49570202877416847,0.2256743794572073,,
CA4130712105620170725,2017,2015.0,-2.0,0.45579533952235723,0.24697067824181332,,
CA4146612032120170803,2017,2015.0,-2.0,0.469372324105206,0.2628793821285377,,
CA4128112031520160917,2016,2015.0,-1.0,0.618788125336961,0.4289086587580807,,
CA4139512105720180815,2018,2015.0,-3.0,0.3926692044368422,0.1604818569855372,,
CA4036812080220160911,2016,2015.0,-1.0,0.44211232614517026,0.20248666335019208,,
CA3990612097220170729,2017,2015.0,-2.0,0.7488813721921911,0.6172214472714774,,
CA4063012088020180727,2018,2015.0,-3.0,0.428179041872359,0.14071716584023367,,
CA3982012144020181108,2018,2015.0,-3.0,0.5841570302242648,0.4268479864923479,,
CA3895812085620160628,2016,2015.0,-1.0,0.7684958439746948,0.6122008114757286,,
CA3946112141320170707,2017,2015.0,-2.0,0.47633650652778803,0.29077075435749083,,
CA3839112224120171009,2017,2015.0,-2.0,0.5518245278741827,0.32345230780357326,-15.70475766664334,
CA3838712252020171009,2017,2015.0,-2.0,0.6238651046908867,0.4194041009731449,-15.325031125107502,
CA3957512131620170829,2017,2015.0,-2.0,0.757797150707189,0.6267726145953091,,
CA3927312065620180903,2018,2015.0,-3.0,0.7129594297448612,0.5585538965506345,,
CA3710912184820160926,2016,2015.0,-1.0,0.7123180747604594,0.5299566099606411,-14.107716239555453,
CA3646112190120160722,2016,2015.0,-1.0,0.6673518496022723,0.4584790908028719,-14.60213584974667,
OR4448812148120160607,2016,2015.0,-1.0,0.5163645561654243,0.33715694550141795,,
OR4408412223820180819,2018,2015.0,-3.0,0.8524730359571494,0.7660796431258758,,
OR4470812185620170724,2017,2015.0,-2.0,0.818327662981016,0.6979440233190358,,
OR4474912191520170811,2017,2015.0,-2.0,0.8264987907434878,0.7146808126344696,,
OR4400912217020170804,2017,2015.0,-2.0,0.8415676229932625,0.7408828683156035,,
OR4425712174320170811,2017,2015.0,-2.0,0.630684787163932,0.4526562486816386,,
OR4410112190920170810,2017,2015.0,-2.0,0.7364759074171878,0.5824742487155888,,
OR4410112199420170810,2017,2015.0,-2.0,0.8575496707044402,0.7674109393387198,,
OR4412912209720170811,2017,2015.0,-2.0,0.8495812211541919,0.7513115560418928,,
OR4404612205520170810,2017,2015.0,-2.0,0.8262562722188522,0.7177270129824506,,
OR4292412221220160728,2016,2015.0,-1.0,0.4523664651706197,0.12261272669863853,,
OR4279812231820170725,2017,2015.0,-2.0,0.5995325547100355,0.3529542576279528,,
OR4254212214420170810,2017,2015.0,-2.0,0.6816588386689872,0.5412979293241732,,
OR4298012228220170729,2017,2015.0,-2.0,0.6048319578733877,0.3756410677344115,,
OR4311112241120170811,2017,2015.0,-2.0,0.7663250173938865,0.6452019324509833,,
OR4303712246520170809,2017,2015.0,-2.0,0.7461008864598055,0.6017844731057819,,
OR4294112254720170808,2017,2015.0,-2.0,0.812469168499764,0.6872764480701459,,
OR4309112272520170810,2017,2015.0,-2.0,0.781678207127706,0.6138765231696323,,
OR4318212230620170809,2017,2015.0,-2.0,0.8066421995919056,0.6953054927110004,,
OR4340212236220170810,2017,2015.0,-2.0,0.8005900670469629,0.6727995928406069,,
OR4320912249720170811,2017,2015.0,-2.0,0.8283228841463414,0.7157272558073917,,
OR4330612262220170812,2017,2015.0,-2.0,0.8172123799183625,0.6938455372684974,,
OR4331112282720170810,2017,2015.0,-2.0,0.8657089793145063,0.7686852121945847,,
OR4375212142520170829,2017,2015.0,-2.0,0.5796934138982109,0.353333467133473,,
OR4258012299020180822,2018,2015.0,-3.0,0.7782214107079483,0.6375327977206773,,
OR4307312203920180715,2018,2015.0,-3.0,0.554357158326386,0.31781944657517586,,
OR4275312292520180715,2018,2015.0,-3.0,0.7845595095706162,0.6406436374415101,,
OR4293812266120180715,2018,2015.0,-3.0,0.8375725244551546,0.7165424322773383,,
OR4282612280720180716,2018,2015.0,-3.0,0.7858544409222554,0.633821647829886,,
CA4143512316220170626,2017,2015.0,-2.0,0.682273204485937,0.4807443967068401,,
OR4209912285420180715,2018,2015.0,-3.0,0.7739069580878813,0.628656686381617,,
CA4018412336320170808,2017,2015.0,-2.0,0.64526726370441,0.42005254519847957,,
CA4011512332020170808,2017,2015.0,-2.0,0.5799496034431233,0.3544567355423711,,
CA4077112312420170831,2017,2015.0,-2.0,0.690895291693388,0.4761019245672266,,
CA4083912297820170808,2017,2015.0,-2.0,0.7502130034879454,0.5850867198798828,,
CA4022812303620170913,2017,2015.0,-2.0,0.6923100205802619,0.5015164705195954,,
CA4061612352420180904,2018,2015.0,-3.0,0.8063959636216981,0.6903541588234736,,
CA4089112222820180809,2018,2015.0,-3.0,0.7793708184015674,0.6372083112237297,,
CA4094312242720180905,2018,2015.0,-3.0,0.7168569041560641,0.5659884531636779,,
OR4517811742720190728,2019,2016.0,-3.0,0.5456396892907902,0.31911874701595605,-12.224884581847215,
OR4563012190420170902,2017,2016.0,-1.0,0.8613429266933045,0.7303402667009584,-14.358806384074105,
ID4540111652720170908,2017,2016.0,-1.0,0.6056023049071547,0.36275694309219975,-15.25194187076925,
OR4540011770020161024,2016,2016.0,0.0,0.6277920809079378,0.43918852625632904,-16.234291613002185,
ID4554811595020170801,2017,2016.0,-1.0,0.6065795659461888,0.3563863637330013,-15.56359917812345,
ID4431311660320161007,2016,2016.0,0.0,0.20925531782288592,-0.028047778867483962,-21.696655152528063,
ID4489011641020160503,2016,2016.0,0.0,0.6056164057193405,0.397688677521592,-16.01554196672828,
WA4610611995920180908,2018,2016.0,-2.0,0.18505301968315468,-0.04769333783401036,-25.7784392955187,
ID4601011688120170715,2017,2016.0,-1.0,0.25248946344053463,0.05145934501984887,-19.220477602777514,
WA4567012103420180801,2018,2016.0,-2.0,0.22135794415597665,0.05464414986981255,-22.727306780492142,
ID4544811630920160818,2016,2016.0,0.0,0.328037390152185,0.130457225196798,-13.091036156356457,
OR4560011651620170711,2017,2016.0,-1.0,0.2714943502816731,0.05733356642173582,-20.402600664636275,
OR4597411899820180729,2018,2016.0,-2.0,0.23098788715595103,-0.004925371542384219,-23.539849247510688,
WA4597011911020180622,2018,2016.0,-2.0,0.23420151035463718,-0.03383124091458541,-24.338351019973835,
OR4548011857620180810,2018,2016.0,-2.0,0.28015709701878844,0.0818774827818761,-20.87031567621996,
ID4603311692920180809,2018,2016.0,-2.0,0.2386857425043692,0.020027673339362582,-17.609996066899598,
ID4603611671720170715,2017,2016.0,-1.0,0.31757008410906934,0.11032467735651742,-19.20384158308807,
ID4458311709720180915,2018,2016.0,-2.0,0.2804445530082534,0.1560316645084487,-19.798954674225243,
ID4490011637920180515,2018,2016.0,-2.0,0.6734475639622624,0.4972071908144465,-14.407417844941575,
OR4531411905220180816,2018,2016.0,-2.0,0.2297726732088651,-0.0207864709446293,-22.46713587480765,
ID4427411715120180716,2018,2016.0,-2.0,0.17484723063313581,-0.022962324468584382,-22.44253957472391,
OR4443511721920170803,2017,2016.0,-1.0,0.21663748291513896,0.009320206738107349,-20.306303569692957,
ID4447411719020180725,2018,2016.0,-2.0,0.2126605883954814,0.012603905094697774,-17.929870889652044,
OR4562412106720160701,2016,2016.0,0.0,0.1966531296939398,-0.16538069458142218,-25.150873827719302,
ID4533411639120180723,2018,2016.0,-2.0,0.6851442072011027,0.477533047151815,-17.02866051518111,
OR4596611865220190731,2019,2016.0,-3.0,0.21445224694569037,0.07816994085979945,-25.0296098450749,
ID4451711685020180725,2018,2016.0,-2.0,0.2631408925878505,0.0394709935899242,-20.609509508305223,
ID4467611644820180726,2018,2016.0,-2.0,0.3999580786344823,0.22380384668294354,-18.47101333422713,
OR4511811697520181030,2018,2016.0,-2.0,0.5783774576205064,0.28619292543100344,-15.690626902268296,
OR4576011699020161024,2016,2016.0,0.0,0.5769624399769757,0.35025082144122116,-16.1256686475324,
ID4253511698720170918,2017,2016.0,-1.0,0.2855811129537232,0.02439682364289636,-19.931220067453822,
ID4248911688820190828,2019,2016.0,-3.0,0.4267469997447748,0.16225820796836457,-17.643592835118366,
OR4462111846220170616,2017,2016.0,-1.0,0.5160848687722637,0.28051177455280496,-16.966212482195278,
OR4414911858320190930,2019,2016.0,-3.0,0.4877743831486559,0.1950973887054125,-17.509176319154957,
OR4372011979020160515,2016,2016.0,0.0,0.4579240418310048,0.12015599857489587,-17.641242731281462,
OR4372111979120170504,2017,2016.0,-1.0,0.4785134556044148,0.23666499411851416,-17.022316157431945,
CA4137212197020190922,2019,2016.0,-3.0,0.5661509425875404,0.34554277331099126,-16.59645890939642,
OR4265012175420190503,2019,2016.0,-3.0,0.4488909267638019,0.200789969947137,-17.01334021603908,
OR4304512197320190915,2019,2016.0,-3.0,0.5389056662455619,0.29254154363199913,-16.514138645426193,
CA4119012308020171102,2017,2016.0,-1.0,0.7405984810138744,0.5647289870608961,-11.825571254350702,
OR4396011847820161001,2016,2016.0,0.0,0.2970609791444614,0.02327989616382442,-18.911414391783044,
OR4417011845020160926,2016,2016.0,0.0,0.5180433194348555,0.2293578883201984,-17.455195277473063,
OR4305111881420170401,2017,2016.0,-1.0,0.550748783090073,0.3645126901678266,-20.630524911833696,
CA3719112078820191002,2019,2016.0,-3.0,0.33578807990292575,0.17889785627501745,-20.771402917627896,
OR4441112073920191031,2019,2016.0,-3.0,0.4388869861029514,0.19986235596736723,-16.323500925154658,
OR4442412039420190903,2019,2016.0,-3.0,0.5683182465520494,0.32649886903578,-17.088789054248537,
OR4382511970020181020,2018,2016.0,-2.0,0.4668066568660455,0.21018364103253187,-17.806932170746077,
OR4359512099520190923,2019,2016.0,-3.0,0.43114351936744755,0.1474563412075348,-17.779411203595657,
CA4179612108320170813,2017,2016.0,-1.0,0.19656420271546227,0.038555661900198504,-21.832229229582126,
OR4473012140020160415,2016,2016.0,0.0,0.41137459356251255,0.10717690534914162,-18.104829398070418,
CA4077412213620180201,2018,2016.0,-2.0,0.7110808783928622,0.5395044086721171,-13.748080830003403,
CA4192012170520180516,2018,2016.0,-2.0,0.43207834720653365,0.20979131742197132,-18.001132799480306,
OR4287611889620190315,2019,2016.0,-3.0,0.5457053326734207,0.3770278816858852,-22.901360237057368,
OR4383111898220190520,2019,2016.0,-3.0,0.42364733018854495,0.11628237351544027,-18.47625499139913,
OR4421611929720181025,2018,2016.0,-2.0,0.6051168929197903,0.3718008802144333,-16.663027888580388,
OR4261612132420180510,2018,2016.0,-2.0,0.43560601671867716,0.1418033057625976,-17.752767127006152,
OR4441412049420180508,2018,2016.0,-2.0,0.5732684436323493,0.3401317175357846,-16.243664898833597,
CA4193212150720180221,2018,2016.0,-2.0,0.5192562456740107,0.34697878439596713,-17.61973676672319,
OR4463911860120181026,2018,2016.0,-2.0,0.543989836901499,0.30603007099854773,-16.974162758923008,
CA3759811955420160626,2016,2016.0,0.0,0.5272645157987803,0.3124199449151387,-13.710336600268217,
CA3755212015420190901,2019,2016.0,-3.0,0.3821958474018003,0.22198298719573534,-16.37168773187782,
CA3641011873720181004,2018,2016.0,-2.0,0.7061624293186457,0.5706758221354459,-14.640194317733062,
ID4273611666120160929,2016,2016.0,0.0,0.24917435195266116,-0.04269815545226464,-21.169181148935298,
CA3744911965020170829,2017,2016.0,-1.0,0.709186805404646,0.5841346735235127,-13.91579542774114,
CA3721711946920170903,2017,2016.0,-1.0,0.6189201147028848,0.45928073647652845,-14.355859581016725,
CA3700411949520160730,2016,2016.0,0.0,0.3068253356411955,0.029383796145609303,-16.59611748115001,
CA3779911892220160804,2016,2016.0,0.0,0.3002356050506628,0.02209090237660725,-17.37474878147758,
CA3778011892120160917,2016,2016.0,0.0,0.3209732508928138,0.09672145484920851,-17.93214147563737,
CA3753811959820170813,2017,2016.0,-1.0,0.6111064789258986,0.4323072731573125,-13.979660391950544,
